Code,Company,City,Country
HAMU,HAPAG LLOYD A.G,HAMBURG,Germany
HANU,HCT HANSA CONTAINER TRADING GMBH,Hamburg,Germany
HAPU,H.A.P. FOODS HOLLAND B.V.,H.I. AMBACHT,Netherlands
HARU,HARBOUR RENTAL & SERVICES BV,Rotterdam,Netherlands
HASU,MAERSK A/S,Copenhagen,Denmark
HATU,HOST RAIL LTD,KALININGRAD,Russian Federation
HAUU,HAULDER S.A.,MONTEVIDEO,Uruguay
HBBU,HABIBA INTERNATIONAL GROUP LIMITED,"Kowloon, Hong Kong",HK
HBGU,HABAS SINAI VE TIBBI GAZLAR,SOGANLIK -KARTAL-ISTAMBUL,Turkey
HBLU,SHANGHAI BAILIN INTERNATIONAL TRANSPORTATION CO.LTD,SHANGHAI,China
HBNU,HALLIBURTON,"Houston, TX 77032-3219",United States
HBSU,HANBAO CONTAIINER SHIPPING & TRADING GMBH,HAMBURG,Germany
HBTU,HANBAO CONTAIINER SHIPPING & TRADING GMBH,HAMBURG,Germany
HBWU,HAL CHEMICALS FZE,DUBAI,United Arab Emirates
HCCU,HCCR HAMBURGER CONTAINER & CHASSIS REPARATUR GmbH,HAMBURG,Germany
HCDU,CONTAINERDIENST HAEMMERLE GMBH,BLUDENZ,Austria
HCGU,HOUSTON CONTAINER CONNECTION,"HOUSTON, TX-77013",United States
HCHU,"HENGCHENG INTERNATIONAL SUPPLY CHAIN CO., LTD",Qingdao,China
HCIU,TEXTAINER EQUIPMENT MANAGEMENT LTD,"HAMILTON, HM HX",Bermuda
HCOU,CONICAL CONTAINER INDUSTRIE CONSULTING,HAMBURG,Germany
HCSU,HACON CONTAINERS B.V,EUROPOORT,Netherlands
HCTU,HAMILTON CONTAINER TERMINAL,Hamilton,Canada
HCVU,HONG CHUN ELECTRIC & MACHINERY CO LTD,MIAO-LI,"Taiwan, China"
HCZU,HARDING CONTAINERS INTERNATIONAL INC.,"LONG BEACH, CA 90810",United States
HDFU,HUADONG FERRY CO LTD,SEOUL,"Korea, Republic of"
HDGU,HYUNDAI GLOVIS,SEOUL,"Korea, Republic of"
HDMU,"HMM CO., LTD.",SEOUL,"Korea, Republic of"
HDPU,HIMDILING PRO LTD,Moscow,Russian Federation
HDSU,KUEHNE + NAGEL DRINKS LOGISTICS LTD,LINFORD WOOD MK14 6BW,United Kingdom
HDXU,HDS LINES,TEHRAN,"Iran, Islamic Republic of"
HEFU,PORTSAID STEVEDORING COMPANY,PORTSAID,Egypt
HEIU,HELIUM 24 LLC,Moscow,Russian Federation
HEMU,TEMPUS LINK LTD,GABROVO,Bulgaria
HERU,HERC RENTALS,"PACHECO, CA 94553",United States
HESU,HUTCHINSON EQUIPMENT SERVICES,SAN FRANCISCO CA 94127,United States
HEXU,HAN EXPRESS,SEOUL,"Korea, Republic of"
HEYU,MERCURIUS CONTAINER TRADING GMBH,Hamburg,Germany
HFAU,DERIVADOS DEL FLUOR SA,ONTON-CASTRO URDIALES,Spain
HFCU,SPEDITION RHEINLAND H.FREUND GMBH&CO. KG,FRECHEN,Germany
HFDU,"DO-FLUORIDE CHEMICALS CO.,LTD",Jiaozuo,China
HFLU,PETRO-CANADA LUBRICANTS INC.,Mississauga,Canada
HFXU,MAGHREB CONTAINER INTERNATIONAL S.L,MADRID,Spain
HGAU,HYBAS INTERNATIONAL LLC,"HOUSTON, TX 77084",United States
HGBU,HOYER GLOBAL TRANSPORT,BOTLEK-ROTTERDAM,Netherlands
HGCU,THE GAS COMPANY LLC D.B.A. HAWAII GAS,"Honolulu, HI 96813",United States
HGDU,"HANGZHOU GREENDA ELECTRONIC MATERIALS CO., LTD.","HANGZHOU, 310051",China
HGFU,HOYER GLOBAL TRANSPORT,BOTLEK-ROTTERDAM,Netherlands
HGHU,HOYER GLOBAL TRANSPORT,BOTLEK-ROTTERDAM,Netherlands
HGLU,JF HILLEBRAND LIMITED,DUBLIN 18,Ireland
HGTU,HOYER GLOBAL TRANSPORT,BOTLEK-ROTTERDAM,Netherlands
HHAU,HENRI HARSCH HH SA,CAROUGE GENEVE,Switzerland
HHMU,H.HENRIKSEN AS,TONSBERG,Norway
HHRU,HIMOINSA,"SAN JAVIER, MURCIA",Spain
HHXU,HK HONORTRANS DEVELOPMENT LIMITED,QINGDAO,China
HIBU,HOYER GMBH,HAMBURG,Germany
HICU,HAESAERTS INTERMODAL NV,ZWIJNDRECHT,Belgium
HILU,HILLSTONE HOLDING B.V.,Galder,Netherlands
HIMU,BASELL POLIOLEFINE ITALIA SRL,MILANO,Italy
HITU,JSC HIMINVESTTRANS,Moscow,Russian Federation
HJLU,HONGJI (HK) CONTAINER DEVELLOPPEMENT LIMITED,WANCHAI,HK
HJMU,SEACO SRL,BRIDGETOWN BB11144,Barbados
HKHU,"HONG-KUANG HI TECH, CORP",ZHUBEI CITY,"Taiwan, China"
HKNU,HUBERT KLAESENER JR. FLUESSIGKEISTRANSPORTE GMBH & CO KG,MARL,Germany
HKTU,KLAESER INT FACHSPEDITION & FAHRZEUGBAU GMBH,HERTEN,Germany
HLBU,HAPAG LLOYD A.G,HAMBURG,Germany
HLCU,HAPAG LLOYD A.G,HAMBURG,Germany
HLEU,SHIHLIEN FINE CHEMICALS CO. LTD.,Taoyuan County,"Taiwan, China"
HLGU,HAEFELI AG,LENZBURG,Switzerland
HLMU,LANFER TRANSPORTE GMBH & CO. KG,Meppen,Germany
HLSU,HLS CONTAINER BREMEN,BREMEN,Germany
HLTU,TRANS DISTANCE LINE LTD,HONG KONG,HK
HLXU,HAPAG LLOYD A.G,HAMBURG,Germany
HMCU,EVERGREEN MARINE (UK) LIMITED,LONDON,United Kingdom
HMHU,HOOVER FERGUSON UK LIMITED,"HOUSTON, TX 77077",United States
HMKU,WEC LINES BV,ROTTERDAM,Netherlands
HMMU,"HMM CO., LTD.",SEOUL,"Korea, Republic of"
HMPU,HOYER GMBH,HAMBURG,Germany
HMRU,HYUNDAI MOTORSPORT GMBH,ALZENAU,Germany
HMSU,MED LOGISTICS (MALTA) LTD,SPB2807 St.Paul’s Bay,Malta
HNKU,HONEYTAK INTERMODAL LIMITED,Yantai,China
HNLU,VAN OORD SHIP MANAGEMENT,ROTTERDAM,Netherlands
HNPU,SEACO SRL,BRIDGETOWN BB11144,Barbados
HNSU,TRITON INTERNATIONAL LTD,"PURCHASE, NY 10577",United States
HOBU,BURG SERVICE BV,ZEVENBERGEN,Netherlands
HOFU,HOFER TANKTRANSPORTE AG,ROTHRIST,Switzerland
HOLU,HOLCIM (SCHWEIZ) AG,ZURICH,Switzerland
HORU,ALASHANKOU HORIZON PETROLEUM AND GAS INC,Alashankou,China
HOTU,HOYER GLOBAL TRANSPORT,BOTLEK-ROTTERDAM,Netherlands
HOUU,HARDING CONTAINERS INTERNATIONAL INC.,"LONG BEACH, CA 90810",United States
HOYU,HOYER GMBH,HAMBURG,Germany
HPAU,HIDROJEN PEROKSIT AS,BANDIRMA / BALIKESIR,Turkey
HPCU,"HUIZHOU SINGAMAS ENERGY EQUIPMENT CO,LTD.",XINXU,China
HPEU,BECKER MARINE SYSTEMS GMBH,HAMBURG,Germany
HPGU,TIANJIN SINO-PEAK INTERNATIONAL TRADE CO LTD,"BINHAI NEW DISTRICT, TIANJIN 300460",China
HPIU,KMG ITALIA SRL,SAN GIULIANO MILANESE,Italy
HPJU,"HUAI'AN PORT LOGISTICS GROUP CO.,LTD.",HUAI'AN,China
HRCU,GEFCO FORWARDING (NETHERLANDS) BV,Barendrecht,Netherlands
HRZU,"MATSON NAVIGATION COMPANY, INC","OAKLAND, CA 94610",United States
HSCU,H&S CONTAINER GMBH,BREMEN,Germany
HSIU,HOYER GLOBAL TRANSPORT,BOTLEK-ROTTERDAM,Netherlands
HSLU,HUISMAN EQUIPMENT B.V.,SCHIEDAM,Netherlands
HSTU,MACS MARITIME CARRIER SHIPPING GMBH & CO,HAMBURG,Germany
HTCU,HALDOR TOPSOE A/S,KGS.LYNGBY,Denmark
HTGU,"JIANGXI HUATE ELECTRONIC CHEMICALS CO., LTD",Jiujiang,China
HTIU,HUDSON TECHNOLOGIES INC.,"PEARL RIVER, NY 10965",United States
HTRU,HARDY TANK LTD,Saint-Petersburg,Russian Federation
HTSU,HTS LLC,MOSCOW,Russian Federation
HTUU,KIECA TRANS,Janowiec Wlkp,Poland
HTXU,JINGMEN HONGTU SPECIAL AIRCRAFT MANUFACTURING CO LTD,Jingmen,China
HUKU,HUKTRA NV,ZEEBRUGGE,Belgium
HUNU,UNICON INTERNATIONAL CORP.,Yixing City,China
HVLU,HARINERA VILAFRANQUINA S.A.,BARCELONA,Spain
HVRU,HYDRAUVISION RENTAL B.V.,SCHOONDIJKE,Netherlands
HWHU,HELLEMAN WAREHOUSING,NUMANSDORP,Netherlands
HWIU,HEALDWORKS INC,"DEL NORTE, CO 81132",United States
HZFU,"HANGZHOU FINE FLUOROTECH CO., LTD",Hangzhou,China
HZKU,HZ KONTEJNERY S.R.O.,Praha,Czech Republic
IAAU,INTERASIA LINES SINGAPORE PTE.LTD,Singapore,Singapore
IACU,I.A.C.C. INTERNATIONAL ASSOCIATED,CAIRO,Egypt
IAPU,HOLIDAY ON ICE PRODUCTIONS BV,UTRECHT,Netherlands
IBCU,DEN HARTOGH DRY BULK LOGISTICS LTD,"Hull, HU3 4AE",United Kingdom
IBEU,IBERCISTER CISTERNAS IBERICAS,LOURES,Portugal
IBFU,DEN HARTOGH DRY BULK LOGISTICS LTD,"Hull, HU3 4AE",United Kingdom
IBKU,"INTERBULK,INC","JACKSON , MS 39236",United States
IBLU,INBULK TECHNOLOGIES LTD,STOCKTON ON TEES TS17 6PT,United Kingdom
IBMU,JSC INFOTECH-BALTIKA-M,MOSCOW,Russian Federation
IBTU,DEN HARTOGH GLOBAL BV,ROTTERDAM,Netherlands
IBXU,"INNOVATION THRU ENERGY CO.,LTD",Tokyo,Japan
ICAU,ICON INTERNATIONAL CONTAINER SERVICE (AMERICA) LLC,Boynton Beach,United States
ICBU,INTERNATIONAL CONTAINER POOL PTE LTD,Singapore,Singapore
ICDU,ICON INT. CONTAINER SERVICE GMBH,HAMBURG,Germany
ICHU,EUROTAINER SA,Rotterdam,Netherlands
ICKU,INFINITY LOGISTICS & TRANSPORT SDN BHD,Klang,Malaysia
ICLU,EXSIF WORLDWIDE,"PURCHASE, NY 10577",United States
ICNU,ICT - INTERNATIONAL CONTAINER TRANSPORT GMBH,NEUSS,Germany
ICOU,ICON INT. CONTAINER SERVICE GMBH,HAMBURG,Germany
ICSU,TAL INTERNATIONAL,"PURCHASE, NY 10577-2135",United States
ICTU,INTERCONTINENTAL TANKS LIMITED,,Gibraltar
ICUU,INDEPENDENT CONTAINER LINE LTD,"GLEN ALLEN, VA 23060",United States
IDCU,PT INDOCEMENT TUNGGAL PRAKARSA TBK,BOGOR,Indonesia
IDGU,DINGES LOGISTICS,Grünstadt,Germany
IDSU,SWIRE OILFIELD SERVICES LTD,ABERDEEN AB123LF,United Kingdom
IDTU,ODYSSEY FOODTRANS,"Irvine, CA 92614",United States
IEAU,SEACO SRL,BRIDGETOWN BB11144,Barbados
IECU,MARIANAS GAS CORPORATION DBA ISLAND EQUIPMENT CO,TAMUNING,Guam
IFDU,INTERNATIONAL FREIGHT DRONE INC.,WOODBURY,United States
IFFU,DEN HARTOGH DRY BULK LOGISTICS LTD,"Hull, HU3 4AE",United Kingdom
IFLU,INTERFLOW (T.C.S.) LTD,"LONDON, EC3A 7LP",United Kingdom
IFTU,LEIBNIZ INSTITUT FOR TROPOSPHERIC RESEARCH,LEIPZIG,Germany
IGEU,ALPSANNA LIMITED,Dublin,Ireland
IGLU,IGLU GROUP PTE LTD,Singapore,Singapore
IGSU,CDN CONTAINER DEPOT NUERNBERG GMBH,Nuernberg,Germany
IHOU,INTERMODAL TANK TRANSPORT INC.,"HOUSTON,TX 77064",United States
IHTU,ITC HOLLAND TRANSPORT B.V,OSS,Netherlands
IICU,IWATANI CORPORATION,OSAKA,Japan
IISU,INTERTRADE INTERNATIONAL SERVICES,Massagno,Switzerland
IJCU,IJ-CONTAINER APS,GENTOFTE,Denmark
IJSU,IJSFABRIEK STROMBEEK NV,MEISE (EVERSEM),Belgium
IKKU,SEACO SRL,BRIDGETOWN BB11144,Barbados
IKMU,LLOYDS MARITIME & TRADING LIMITED,DUBAI,United Arab Emirates
IKSU,TAL INTERNATIONAL,"PURCHASE, NY 10577-2135",United States
ILBU,ILB INTERFREIGHT LOGISTICS BENELUX BV,Oss,Netherlands
ILFU,ООО «IRKUTSK OIL COMPANY»,Irkutsk,Russian Federation
ILGU,ILGINNOVATIVE LOGISTICS GROUP GMBH,LINZ,Austria
ILTU,SOLVOCHEM HOLLAND BV,ROTTERDAM,Netherlands
ILUU,INSTITUTE OF INT CONTAINER LESSORS (IICL),"WASHIGTON, DC 20036",United States
IMEU,EJERCITO DE TIERRA - MINISTERO DE DEFENS,MADRID,Spain
IMIU,SULLAIR ARGENTINA S.A.,BUENOS AIRES,Argentina
IMMU,INDUSTRIAS MONFEL S.A. DE C.V.,"SAN LUIS POTOSI, SLP",Mexico
IMPU,IMPERIAL CHEMICAL TRANSPORT GMBH,DUISBURG,Germany
IMSU,IMMOBILIARE STELLA SRL,NARNI SCALO (TR),Italy
IMTU,ITALIA MARITTIMA S.P.A,TRIESTE TS,Italy
IMWU,IMWATER TREATMENT PLANTS S.L,GIJON ASTURIAS,Spain
INBU,SEACUBE CONTAINERS LLC,"WOODCLIFF LAKE, N.J. 07677",United States
INCU,INNOVACION CONTENEDOR PTE LTD,Singapore,Singapore
INDU,INDOX ENERGY SYSTEMS SL,ANGLESOLA,Spain
INFU,INNOFREIGHT SPEDITIONS GMBH,BRUCK AN DER MUR,Austria
INGU,TRIFLEET LEASING HOLDING B.V.,DORDRECHT,Netherlands
INIU,INNOCENTI DEPOSITI SPA,LIMITO DI PIOLTELLO (MI),Italy
INKU,SEACUBE CONTAINERS LLC,"WOODCLIFF LAKE, N.J. 07677",United States
INLU,TRANSLINER PTE LTD,Singapore,Singapore
INNU,SEACUBE CONTAINERS LLC,"WOODCLIFF LAKE, N.J. 07677",United States
INRU,"LOGITEX INVEST, LLC",Moscow,Russian Federation
INSU,INSTANTA,ZORY,Poland
INTU,SEACUBE CONTAINERS LLC,"WOODCLIFF LAKE, N.J. 07677",United States
INVU,INGAS LLC,Mariupol,Ukraine
IOUU,TRANS DISTANCE LINE LTD,HONG KONG,HK
IPFU,INSTITUT POLAIRE FRANCAIS PAUL-EMILE VICTOR,PLOUZANE,France
IPGU,INSTANT PRODUCTS GROUP PTY LTD,LANDSDALE,Australia
IPIU,"IRIS LOGISTICS, INC.",Olongapo,Philippines
IPLU,IPL MANAGEMENT LLC,Westwood,United States
IPMU,IPM TECHNOLOGIES,Le Passage,France
IPOU,INTERMODAL PARTNERSHIP OU,Tallinn,Estonia
IPSU,INTERMODAL SOLUTIONS GROUP PTY LTD,"BELLA VISTA, NSW 2153",Australia
IPXU,SEACUBE CONTAINERS LLC,"WOODCLIFF LAKE, N.J. 07677",United States
IRIU,IRS INTERNATIONAL,Brooklyn,Australia
IRKU,LTD IRTEK,"Shelehov, Irkutskaya oblast",Russian Federation
IRNU,SEACUBE CONTAINERS LLC,"WOODCLIFF LAKE, N.J. 07677",United States
IRSU,ISLAMIC REPUBLIC OF IRAN SHIPPING LINES (IRISL),TEHRAN,"Iran, Islamic Republic of"
ISAU,NORDIC BULKERS AB,GOTHENBURG,Sweden
ISCU,STAR CONTAINER SPAIN S.A.,ALGECIRAS,Spain
ISDU,ISRO DEPARTMENT OF SPACE GOVT OF INDIA,BANGALORE,India
ISLU,"INDUSTRIAL SOLVENTS & CHEMICALS PVT, LTD",Mumbai,India
ISRU,ISR INVESTMENTS LIMITED,NICOSIA,Cyprus
ISSU,AMERICA S TANK CONTAINER SERVICE INC. (ATCOS INC),PANAMA CITY,Panama
ITAU,HAPAG LLOYD A.G,HAMBURG,Germany
ITCU,INTERCONTAINER S.A.,ALFAFAR-VALENCIA,Spain
ITDU,INTERMODALTRASPORTI SRL,FERENTINO (FR),Italy
ITEU,MOVE INTERMODAL NV,Genk,Belgium
ITGU,ITT ULUSLARARASIŞ TAŞ SAN.TIC LTD ŞTI.,KOCAELİ,Turkey
ITKU,INTERTANK LTDA,RIO DE JANEIRO,Brazil
ITLU,SEACO SRL,BRIDGETOWN BB11144,Barbados
ITOU,ITOCHU CORPORATION,Tokyo,Japan
ITQU,ITAC SPA,Ponticino,Italy
ITSU,E-WAY ALLIANCE (INTERNATIONAL) PTE LTD,SINGAPORE,Singapore
ITTU,INTERMODAL TANK TRANSPORT INC.,"HOUSTON,TX 77064",United States
ITXU,INTERPORT MAINTENANCE CO INC,"NEWARK, NJ 07105",United States
IVLU,HAPAG LLOYD A.G,HAMBURG,Germany
IWGU,IWS INTERNATIONALE WEIN UND SPIRITUOSEN TRANSPORTE GMBH,PRISDORF,Germany
IWLU,IMPALA TERMINALS SWITZERLAND SARL,Geneva,Switzerland
IWRU,IWS RUSSIA GMBH,PRISDORF,Germany
IWTU,INTERNATIONAL WAREHOUSING AND TRANSPORT,ROTTERDAM-HOOGVLIET,Netherlands
IXMU,IXOM OPERATIONS PTY LTD,East Melbourne,Australia
IXWU,EUROTAINER SA,Rotterdam,Netherlands
IXXU,INDAIA LOGISTIK GMBH,BAD CAMBERG,Germany
IZOU,IZOTOP ST PETERSBURG JSC,ST. PETERSBURG,Russian Federation
JAAU,JORDAN BROMINE COMPANY LIMITED,AMMAN,Jordan
JACU,ALPHA SHIPPING AGENCY (PTY) LTD,DURBAN KZN,South Africa
JAHU,CONTAINER STORE SPA,Viña del Mar,Chile
JAMU,JAMM RENTING SL,PAMPLONA,Spain
JAYU,JAY CONTAINER SERVICES COMPANY PVT. LTD.,NEW BOMBAY,India
JBBU,SUEZ RV OSIS SUD EST,VAULX-EN-VELIN,France
JBKU,SPECIALTY TRAILER LEASING INC,"AMARILLO,TX 79124",United States
JBTU,L & T B.V.,'s-Hertogenbosch,Netherlands
JCFU,JC FRAGOSO REPAROS ME,MACAE,Brazil
JCJU,CASHIHOR ENTERPRISE CO LTD,KAOHSIUNG CITY,"Taiwan, China"
JDNU,JAN DE NUL NV,HOFSTADE,Belgium
JDSU,"WEIHAI JIAODONG INTERNATIONAL CONTAINER SHIPPING CO ., LTD",Weihai,China
JDTU,INT. TRANSPORT COMPANY JAN DOHMEN BV,Herkenbosch,Netherlands
JDZU,JANSENS & DIEPERINK,ZAANDAM,Netherlands
JENU,INNIO JENBACHER GMBH & CO OG,Jenbach,Austria
JFNU,JOYFULNESS GLOBAL PTE. LTD.,SINGAPORE,Singapore
JFSU,ST JOHN FREIGHT SYSTEMS LTD,TUTICORIN,India
JGFU,JAPAN GROUND SELF DEFENSE FORCE,Yokohama,Japan
JGRU,JOHN G.RUSELL (TRANSPORT) LTD,GLASGOW G52 4XB,United Kingdom
JHCU,HAMMELMANN TRANSPORT GMBH,ENNIGERLOH,Germany
JHGU,"JING HE SCIENCE CO, LTD",TAOYUAN COUNTY,"Taiwan, China"
JHPU,SYNERGY HEALTH STERILISATION UK LTD,Swindon,United Kingdom
JHTU,JUHUA TRADING (HONG KONG) LIMITED,HONG KONG,HK
JISU,"QINGDAO JI SOURCE INTERNATIONAL LOGISTICS CO.,LTD.",QINGDAO,China
JJAU,"JINGJIANG ASIAN-PACIFIC LOGISTICS EQUIPMENT CO.,LTD",Jingjiang,China
JJDU,ITEC ENGINEERING,CHAMBLY,France
JJFU,JJ FORWARDER SL,Molina de segura,Spain
JLGU,"JLG CONTAINER SERVICES CO., LIMITED",Hong Kong,HK
JLIU,JOSEF LINDBERG SANDARNE AB,SANDARNE,Sweden
JMKU,J.M. KOTHARI & SONS,"MUMBAI, MAHARASHTRA",India
JNIU,JNI CONSULTING LIMITED,KOWLOON,HK
JNJU,"JINAN ENERGY CONSTRUCTION & DEVELOPMENT GROUP CO., LTD.",Jinan,China
JOBU,JOBACHEM GMBH,Dassel,Germany
JONU,JONTRANS,Le chambon feugerolles,France
JOTU,JAPAN OIL TRANSPORTATION CO. LTD,TOKYO,Japan
JPRU,JP RYAN LTD,DUBLIN 3,Ireland
JPSU,JP CONTAINER LIMITED,PUDONG,China
JRDU,"J.TRAD CO.,LTD.",Tokyo,Japan
JSDU,JUSDA ENERGY TECHNOLOGY (SHANGHAI) CO LTD,Shanghai,China
JSEU,SHIN ETSU CHEMICAL CO LTD,CHIYODA-KU TOKYO,Japan
JSKU,CRYOGENIC LOGISTIC EQUIPMENT & TRADING PTE LTD,,Singapore
JSLU,JIANGSU LINTEC ENGINEERING EQUIPMENT CO LTD,JIANGYIN,China
JSSU,THE CHINA NAVIGATION CO PTE LTD,Singapore,Singapore
JSVU,JSV LOGISTIC S.L.,Miranda de Ebro. Burgos.,Spain
JTAU,JUNTAI CONTAINER COMPANY,Hongkong,HK
JTDU,"SHANGHAI JIYANG TECHNOLOGY & DEVELOPMENT CO., LTD.",SHANGHAI,China
JTLU,"JIANGSU TERCEL LOGISTICS EQUIPMENT CO., LTD","Taixing City, Jiangsu",China
JTMU,FLORENS ASSET MANAGEMENT COMPANY LIMITED,Hong Kong,HK
JTSU,JOINT TANK SERVICES FZCO,"Dubai, Jebel Ali",United Arab Emirates
JUHU,BSH HAUSGERATE GMBH,GIENGEN,Germany
JURU,JURI KRAUS,LUDWIGSHAFEN,Germany
JXJU,GOLD STAR LINE LTD,"Kowloon, Hong Kong",HK
JXLU,GOLD STAR LINE LTD,"Kowloon, Hong Kong",HK
JYTU,GUANGXI JINGYITONG LOGISTICS LTD,Fang cheng Port City,China
JZNU,A.J JONGENEEL EN ZONEN TRANSPORT B.V,VALKENBURG (Z.H),Netherlands
JZPU,"JINZHOU PORT CO.,LTD.",Jinzhou,China
JZTU,TAIHE GASES (JINGZHOU) LTD,Jingzhou,China
KALU,NKG KALA HAMBURG GMBH,HAMBURG,Germany
KASU,TAIYO NIPPON SANSO INDIA PVT. LTD.,"PUNE, MAHARASHTRA",India
KAZU,JSC KUIBYSHEV AZOT,Togliatti,Russian Federation
KBSU,K-BOX SOLUTION,Phnom Penh,Cambodia
KCBU,"IMOTO LINES, LTD.",Kobe,Japan
KCNU,K-CON GMBH,KREUZAU,Germany
KCOU,UMICORE FINLAND OY,KOKKOLA,Finland
KCPU,KOIKE MEDICAL CO LTD,TOKYO,Japan
KCSU,KANTO KAGAKU SINGAPORE PTE LTD,Singapore,Singapore
KCTU,KC TRADING BV,ROTTERDAM,Netherlands
KDCU,KUKDONG MARITIME EQUIPMENT SERVICE,SEOUL,"Korea, Republic of"
KDEU,"ABANG LOGISTICS CO., LTD.",Gunpo,"Korea, Republic of"
KEMU,KEMITO BVBA,Brussels,Belgium
KERU,TEMPRA AS,AALESUND,Norway
KEYU,FASTGROW / KEYUN GROUP,TIANJIN,China
KFTU,KAERCHER FUTURETECH GMBH,SCHWAIKHEIM,Germany
KGPU,JSC KAMCHATGAZPROM,PETROPAVLOVSK-KAMCHATSKY,Russian Federation
KGSU,KGS KELLER GERATE & SERVICE GMBH,Offenbach,Germany
KHJU,MAERSK A/S,Copenhagen,Denmark
KHLU,MAERSK A/S,Copenhagen,Denmark
KIGU,KEN INDUSTRIAL GASES PTE LTD,Singapore,Singapore
KILU,KIMIA INTERNATIONAL PTE LTD,Singapore,Singapore
KIVU,KEES INTL VEEN TANKTRANSPORTEN BV,EUROPOORT-ROTTERDAM,Netherlands
KJCU,ZEBULUN CONTAINERS PTE LTD,Singapore,Singapore
KKBU,KERNKRAFTWERK BRUNSBUTTEL GMBH & CO. OHG,Brunsbüttel,Germany
KKFU,KAWASAKI KISEN KAISHA LTD - K LINE,TOKYO,Japan
KKKU,OZTURK KONTEYNER SAN VE TIC LTD STI,Istanbul,Turkey
KKLU,KAWASAKI KISEN KAISHA LTD - K LINE,TOKYO,Japan
KKTU,KAWASAKI KISEN KAISHA LTD - K LINE,TOKYO,Japan
KKWU,WEST OCEAN SHIPPING COMPANY LIMITED,CENTRAL,HK
KLAU,MINISTERIE VAN DEFENSIE,UTRECHT,Netherlands
KLCU,CMA-CGM,MARSEILLE CEDEX 02,France
KLDU,KALKEDON INTERNATIONAL TRANSPORT & TRADE LTD,ISTANBUL,Turkey
KLFU,KAWASAKI KISEN KAISHA LTD - K LINE,TOKYO,Japan
KLIU,KLINGE CORPORATION,"YORK, PA-17402",United States
KLKU,CONTAINER LEASING COMPANY,MOSCOW,Russian Federation
KLNU,KART (THAILAND) LIMITED,BANGKOK,Thailand
KLOU,KLOIBER GMBH,PETERSHAUSEN,Germany
KLTU,KAWASAKI KISEN KAISHA LTD - K LINE,TOKYO,Japan
KLYU,SAMERUS REEFER CONTAINER S.A.,Majuro,Marshall Island
KMAU,ROYAL NETHERLANDS NAVY,DEN HAAG,Netherlands
KMBU,KAMBARA KISEN CO LTD,HIROSHIMA-PREF,Japan
KMCU,KMARIN OCEAN LOGISTICS (KOL),Seoul,"Korea, Republic of"
KMIU,KUANG MING ENTERPRISE CO. LTD,TAIPEI,"Taiwan, China"
KMOU,KAMYOO DEVELOPMENT HOLDING PTE. LTD.,SINGAPORE,Singapore
KMPU,TANK ONE NV,Antwerpen,Belgium
KMTU,KOREA MARINE TRANSPORT CO / E. C. TEAM,SEOUL CITY,"Korea, Republic of"
KNHU,"PROCHEMICAL GROUP, S.R.O.",Bratislava,Slovakia
KNLU,MAERSK A/S,Copenhagen,Denmark
KNTU,KANTO CORPORATION INC.,"PORTLAND, OR 97203",United States
KOCU,KOBC CONTAINER LEASING NO. 1 LIMITED,Busan,"Korea, Republic of"
KODU,KÖPPEN GMBH,DUISBURG,Germany
KONU,KONTIX SP. Z O.O.,Kobylnica,Poland
KOSU,KING OCEAN SERVICES LTD,"DORAL, FL 33172",United States
KOTU,"“KOTLIN SC"" COMPANY LIMITED",Saint-Petersburg,Russian Federation
KPCU,"KIRLOSKAR PNEUMATIC CO. LTD. HADAPSAR, PUNE",PUNE 411013,India
KPKU,KRAJMAN PIOTR KRAJEWSKI,Warsaw,Poland
KPSU,KANTO-PPC (SHANGHAI) INC.,SHANGHAI,China
KQTU,"KEIKU CO., LTD.",Taoyuan,"Taiwan, China"
KRCU,KIWIRAIL,Auckland,New Zealand
KRFU,KOREA RAILROAD RESEARCH INSTITUTE,"Uiwang-si, Gyeonggi-do","Korea, Republic of"
KRIU,KRICON SERVICES B.V.,Lepelstraat,Netherlands
KRLU,KRIBHCO INFRASTRUCTURE LTD,NOIDA,India
KRMU,HANS-GEORG KRAMER MOBELTRANSPORTE,Bielefeld,Germany
KROU,KRONOCHEM LLC,Mogilev district,Belarus
KRPU,JSC «KRASNOYARSK RIVER PORT»,Krasnoyarsk-city,Russian Federation
KRTU,KRAMPITZ TRANKSYSTEM GMBH,DAHLENBURG,Germany
KSAU,KSAN SIA,RIGA,Latvia
KSFU,KING STAR FREIGHT PVT. LTD.,Mumbai,India
KSIU,LLC KISLOROD PREMIUM,"Blagoveshchensk, Amurskaya oblast'",Russian Federation
KSTU,SCHILDECKER TRANSPORT GMBH,PISCHELSDORF,Austria
KSZU,SILVA BY FLLC,SMORGON,Belarus
KTCU,"AEROSOL GAS COMPANY, INC","San Ramon, CA 94583",United States
KTDU,CONDACO & KTD-M GMBH,HAMBURG,Germany
KTIU,KTI-PLERSCH KALTETECHNIK GMBH,Balzheim,Germany
KTKU,LLC KTK TRAIDING (INN 7805711190),Saint Petersburg,Russian Federation
KTLU,KTL ULUSLARARASI TAS VE TIC AS,ISTANBUL,Turkey
KTNU,K-TAINER TRADING BV,ROTTERDAM,Netherlands
KTOU,KTO NV,IZEGEM,Belgium
KTSU,KTZ EXPRESS JSC,Nur-Sultan,Kazakhstan
